Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,734.7981567382812,1346.5587158203125,1441.878173828125,3583.702880859375,22419.94921875,743.6558134751455,1360.8222343797577,1454.2366552962403,3635.704436508526,22620.400390625,732.729742335618,1343.4988900371166,1439.346860190818,3566.0719945433134,22385.55078125,739.6650141563123,1355.4557017420498,1453.1943211694756,3615.4006982107267,22620.400390625,24854694,8062444,9413848,2039178,329900.0
2024-04-29,744.3858642578125,1350.79541015625,1454.2613525390625,3629.51513671875,22643.400390625,746.7949349875348,1355.549954695784,1457.1152296530197,3636.6425900369045,22655.80078125,733.216449914726,1344.6757585333085,1439.3467183436048,3581.686788233394,22441.900390625,737.3289207914913,1346.2762368329832,1439.3467183436048,3599.3176762116937,22475.55078125,36093350,5055957,7247974,1110693,292000.0
2024-04-30,739.8109130859375,1337.426513671875,1456.2218017578125,3583.04638671875,22604.849609375,749.2526274508922,1352.4902731194234,1472.178648628076,3640.3467125091584,22783.349609375,737.2801712358929,1334.6020587754597,1452.1271085524606,3573.058794270598,22568.400390625,744.2397410284531,1350.7484339914095,1457.2144546560796,3631.2030581143713,22679.650390625,52307382,6936588,11474262,2203078,361900.0
2024-05-02,745.7241821289062,1331.68310546875,1455.7752685546875,3623.04443359375,22648.19921875,748.0359392606487,1340.6743311181829,1466.4710074185996,3630.3594034721755,22710.5,739.9326102747762,1329.235268018188,1453.368036621592,3543.0960645672344,22567.849609375,740.7356535814621,1330.3179985042082,1461.185178797564,3543.0960645672344,22567.849609375,33475006,10076354,14512646,2491044,445900.0
2024-05-03,739.5675659179688,1333.425048828125,1423.46435546875,3604.381591796875,22475.849609375,749.7879654532404,1341.4276701119534,1464.1134460205978,3651.459872612422,22794.69921875,733.532651453262,1321.0915052605797,1405.7455242326487,3561.430044438285,22348.05078125,746.2108374978702,1338.8855920418562,1460.1925152681529,3648.224242496259,22766.349609375,31865242,8842345,17226958,2962234,438100.0
2024-05-06,741.0520629882812,1342.463134765625,1409.095703125,3677.202880859375,22442.69921875,746.819277196089,1361.104463953024,1429.4202480421582,3694.9274124213143,22588.80078125,738.3752913854279,1334.178022953,1407.5818831415143,3613.384813638277,22409.44921875,740.7357053714223,1336.9083517272063,1424.9533097670264,3613.384813638277,22561.599609375,28793396,6445422,7394208,2053831,320300.0
2024-05-07,733.021728515625,1356.632568359375,1391.17822265625,3731.501953125,22302.5,741.7334150168236,1358.892155017695,1410.311631866643,3739.9891860111734,22499.05078125,732.0483570497901,1332.7659500503705,1381.772860502106,3670.1222867238534,22232.05078125,740.7113274497933,1341.568810540377,1405.571689953147,3686.3464581217104,22489.75,28480602,6080661,14517472,2062112,297800.0
2024-05-08,721.5845947265625,1343.7813720703125,1408.1279296875,3729.626220703125,22302.5,728.5441648774708,1355.5028124792066,1422.4220356245855,3736.5192209369857,22368.650390625,720.465193806477,1342.1807788692665,1387.2325360419566,3693.66131770256,22185.19921875,728.0574791574124,1351.2661306551702,1387.2325360419566,3714.6681858171114,22231.19921875,41687862,6234983,9439002,1247685,277400.0
2024-05-09,704.4776000976562,1355.314453125,1383.88232421875,3713.918212890625,21957.5,723.5800151607533,1365.1058028380908,1413.2896685063718,3724.0466151272376,22307.75,703.4069152466064,1341.474557983215,1379.787630710347,3666.887093758869,21932.400390625,717.83709973452,1344.0166358308118,1402.6186490602306,3715.606318089679,22224.80078125,46281278,6088406,11009612,1726486,331300.0
2024-05-10,709.361572265625,1341.5218505859375,1397.0845947265625,3651.740966796875,22055.19921875,716.2928456267198,1351.925189724819,1399.6406275450738,3726.484662213695,22131.30078125,703.8856031439476,1330.3181573439954,1377.8766636438304,3643.441479536376,21950.30078125,709.9042250216206,1351.0779452607514,1386.4879762578594,3716.1687445881325,21990.94921875,27276608,8777481,10505096,1672489,265800.0
2024-05-13,717.9208984375,1340.156494140625,1392.394287109375,3702.2890625,22104.05078125,720.1655815796556,1341.615841553252,1396.6379028351905,3709.041253630369,22131.650390625,705.6122976051453,1328.6233053272724,1373.8317248456565,3629.327345524533,21821.05078125,706.4509373389452,1341.615841553252,1389.6149314683873,3642.925600436705,22027.94921875,27047202,3735954,8456620,931326,278200.0
2024-05-14,720.7328491210938,1341.3333740234375,1409.6414794921875,3658.587158203125,22217.849609375,722.9775322143812,1349.8538575959403,1416.590049599915,3700.413608162642,22270.05078125,715.4789152317669,1335.0725919265954,1389.738862101979,3650.803283386374,22081.25,716.4408878596623,1342.9339671701941,1390.6818338615062,3691.2230172569975,22112.900390625,25665142,3463230,7188300,1058317,230200.0
2024-05-15,709.6575927734375,1336.861328125,1405.86962890625,3639.080322265625,22200.55078125,720.116199874965,1348.0180152167325,1419.468926315315,3682.7354534258484,22297.55078125,708.3256213801538,1335.5433413149956,1402.6435067088078,3634.485141704623,22151.75,720.116199874965,1342.5573572737128,1410.063563528233,3661.6816503123987,22255.599609375,38931996,4327544,5046534,1115021,231900.0
2024-05-16,720.3875122070312,1368.306884765625,1414.8778076171875,3684.9423828125,22403.849609375,721.5221990437014,1370.5664712276148,1417.0120356183081,3693.018989202287,22432.25,708.1775543730138,1343.4987837484503,1387.75361519461,3630.673611714795,22054.55078125,713.3822271543565,1350.0420570116073,1408.1278405018506,3675.637945909043,22319.19921875,34945236,9249145,14711774,2599399,368900.0
